epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
128,8319.9,1.29555,0.94994,0.94775,0.53112,0.42231,0.43966,0.26666,1.28884,0.95136,0.95415,0.001618,0.001618,0.001618
129,8384.64,1.28511,0.94134,0.94413,0.52905,0.42267,0.43975,0.26684,1.28892,0.9519,0.95408,0.001552,0.001552,0.001552
130,8447.84,1.2894,0.9389,0.94516,0.53036,0.42145,0.43964,0.26668,1.28918,0.95187,0.95424,0.001486,0.001486,0.001486
131,8513.14,1.2875,0.94221,0.94574,0.53028,0.42167,0.43926,0.26663,1.28908,0.95164,0.95422,0.00142,0.00142,0.00142
132,8576.2,1.28083,0.92869,0.94435,0.53263,0.42045,0.43961,0.26685,1.28902,0.95104,0.95408,0.001354,0.001354,0.001354
133,8641.46,1.28616,0.93837,0.94354,0.53185,0.42093,0.43988,0.26682,1.28902,0.95089,0.95398,0.001288,0.001288,0.001288
134,8704.34,1.28428,0.93281,0.94308,0.53309,0.41921,0.43999,0.26674,1.28912,0.95094,0.95394,0.001222,0.001222,0.001222
135,8769.54,1.28649,0.93697,0.94437,0.53644,0.4179,0.43999,0.26648,1.28934,0.95128,0.954,0.001156,0.001156,0.001156
136,8833.21,1.28664,0.93323,0.94589,0.54102,0.41528,0.4398,0.26671,1.28939,0.9513,0.95395,0.00109,0.00109,0.00109
137,8897.24,1.27083,0.92021,0.94231,0.53374,0.41853,0.43956,0.26672,1.28899,0.9512,0.95382,0.001024,0.001024,0.001024
138,8959.42,1.28328,0.93052,0.94361,0.53279,0.41962,0.43931,0.2666,1.28913,0.95116,0.95376,0.000958,0.000958,0.000958
139,9021.2,1.28507,0.93019,0.94457,0.53291,0.41987,0.4396,0.26665,1.28924,0.95054,0.9539,0.000892,0.000892,0.000892
140,9082.29,1.2731,0.92462,0.94097,0.53431,0.41962,0.43967,0.26628,1.28957,0.95076,0.95392,0.000826,0.000826,0.000826
141,9139.8,1.22679,0.8568,0.93159,0.53261,0.42092,0.43907,0.26644,1.28999,0.95132,0.95401,0.00076,0.00076,0.00076
142,9195.17,1.21895,0.84208,0.9277,0.53066,0.42134,0.43847,0.26602,1.29041,0.95136,0.95396,0.000694,0.000694,0.000694
143,9250.57,1.21135,0.83575,0.9266,0.52761,0.42316,0.43845,0.26605,1.29074,0.95132,0.95396,0.000628,0.000628,0.000628
144,9306.33,1.21469,0.83676,0.92747,0.52847,0.4227,0.43843,0.26617,1.29072,0.95141,0.95386,0.000562,0.000562,0.000562
145,9360.17,1.20832,0.83123,0.92742,0.52384,0.42481,0.43819,0.26616,1.29066,0.95144,0.95382,0.000496,0.000496,0.000496
146,9415.84,1.20594,0.82777,0.92629,0.53292,0.41881,0.43795,0.26606,1.29038,0.95144,0.95377,0.00043,0.00043,0.00043
147,9471.5,1.20703,0.82494,0.92505,0.5295,0.42101,0.43761,0.266,1.29064,0.95139,0.95384,0.000364,0.000364,0.000364
148,9527.08,1.20415,0.82325,0.92421,0.52607,0.42227,0.43761,0.26581,1.29076,0.95129,0.9539,0.000298,0.000298,0.000298
149,9582.39,1.1997,0.82075,0.92412,0.52245,0.42478,0.43711,0.26561,1.29119,0.9513,0.95394,0.000232,0.000232,0.000232
150,9637.42,1.20089,0.81909,0.9246,0.52161,0.42446,0.43709,0.26565,1.29114,0.95167,0.95397,0.000166,0.000166,0.000166
