epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
98,5559.55,1.2854,0.92213,0.94939,0.54406,0.43504,0.45607,0.27928,1.27666,0.92802,0.95482,0.003598,0.003598,0.003598
99,5614.36,1.29085,0.92346,0.95028,0.53646,0.43761,0.45495,0.2787,1.27457,0.92806,0.95424,0.003532,0.003532,0.003532
100,5670.49,1.29164,0.9254,0.94952,0.53529,0.43871,0.45528,0.27953,1.27549,0.928,0.95417,0.003466,0.003466,0.003466
101,5725.99,1.28171,0.91893,0.94848,0.54182,0.43425,0.45576,0.27976,1.27488,0.92852,0.95396,0.0034,0.0034,0.0034
102,5782.98,1.28424,0.91922,0.94743,0.54384,0.43264,0.45474,0.27933,1.27356,0.92842,0.95348,0.003334,0.003334,0.003334
103,5839.33,1.2867,0.92395,0.94924,0.54357,0.43305,0.45507,0.2793,1.27476,0.92775,0.95361,0.003268,0.003268,0.003268
104,5896.81,1.28527,0.92081,0.94794,0.54975,0.43239,0.45547,0.2798,1.27394,0.9276,0.95359,0.003202,0.003202,0.003202
105,5954.25,1.29151,0.92318,0.94991,0.55068,0.4354,0.45586,0.27939,1.27517,0.92811,0.954,0.003136,0.003136,0.003136
106,6011.25,1.27849,0.91248,0.94601,0.55456,0.43397,0.45578,0.2794,1.27412,0.92729,0.95362,0.00307,0.00307,0.00307
107,6069.07,1.27929,0.91422,0.94579,0.55948,0.43052,0.45543,0.27917,1.27265,0.92693,0.95342,0.003004,0.003004,0.003004
108,6125.84,1.28197,0.91378,0.94501,0.5562,0.43194,0.45658,0.27964,1.27217,0.92678,0.95331,0.002938,0.002938,0.002938
109,6182.89,1.28783,0.91875,0.94901,0.56469,0.42732,0.45622,0.28005,1.273,0.92697,0.95369,0.002872,0.002872,0.002872
110,6239.86,1.27255,0.90535,0.94485,0.56111,0.42994,0.45612,0.2802,1.27282,0.92796,0.95367,0.002806,0.002806,0.002806
